Date,Session source - GA4,Session medium - GA4,Session campaign - GA4,Event name - GA4,Traffic source,Paid / Organic,"Sessions - GA4, event based",Event count - GA4,Event value - GA4 (USD),Week of
2024-07-16,(direct),(none),(direct),page_view,Direct,Organic,,2,0,7/15/24
2024-07-16,google,organic,(organic),page_view,Google,Organic,,8,0,7/15/24
2024-07-16,google,cpc,DF - Leads - Call Only,page_view,Google,Paid,,1,0,7/15/24
2024-07-16,google,cpc,DF - Leads - Search,page_view,Google,Paid,,19,0,7/15/24
2024-07-16,google,organic,(organic),scroll,Google,Organic,,2,0,7/15/24
2024-07-16,google,cpc,DF - Leads - Search,scroll,Google,Paid,,1,0,7/15/24
2024-07-16,(direct),(none),(direct),session_start,Direct,Organic,1,1,0,7/15/24
2024-07-16,google,organic,(organic),session_start,Google,Organic,8,8,0,7/15/24
2024-07-16,google,cpc,DF - Leads - Call Only,session_start,Google,Paid,1,1,0,7/15/24
2024-07-16,google,cpc,DF - Leads - Search,session_start,Google,Paid,19,19,0,7/15/24
2024-07-16,(direct),(none),(direct),user_engagement,Direct,Organic,,2,0,7/15/24
2024-07-16,google,organic,(organic),user_engagement,Google,Organic,,3,0,7/15/24
2024-07-16,google,cpc,DF - Leads - Call Only,user_engagement,Google,Paid,,1,0,7/15/24
2024-07-16,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,10,0,7/15/24
2024-07-17,google,cpc,DF - Leads - Search,click,Google,Paid,,1,0,7/15/24
2024-07-17,google,cpc,(organic),click_to_call_website,Google,Paid,,2,0,7/15/24
2024-07-17,google,cpc,DF - Leads - Search,click_to_call_website,Google,Paid,,1,0,7/15/24
2024-07-17,(direct),(none),(direct),first_visit,Direct,Organic,,2,0,7/15/24
2024-07-17,google,cpc,(organic),first_visit,Google,Paid,,1,0,7/15/24
2024-07-17,google,organic,(organic),first_visit,Google,Organic,,6,0,7/15/24
2024-07-17,google,cpc,DF - Leads - Call Only,first_visit,Google,Paid,,1,0,7/15/24
2024-07-17,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,18,0,7/15/24
2024-07-17,google,cpc,DF - Leads - Search,form_start,Google,Paid,,6,0,7/15/24
2024-07-17,google,cpc,DF - Leads - Search,form_submission,Google,Paid,,7,0,7/15/24
2024-07-17,(direct),(none),(direct),page_view,Direct,Organic,,8,0,7/15/24
2024-07-17,google,organic,(organic),page_view,Google,Organic,,13,0,7/15/24
2024-07-17,google,cpc,DF - Leads - Call Only,page_view,Google,Paid,,1,0,7/15/24
2024-07-17,google,cpc,DF - Leads - Search,page_view,Google,Paid,,31,0,7/15/24
2024-07-17,(direct),(none),(direct),scroll,Direct,Organic,,3,0,7/15/24
2024-07-17,google,organic,(organic),scroll,Google,Organic,,4,0,7/15/24
2024-07-17,google,cpc,DF - Leads - Call Only,scroll,Google,Paid,,1,0,7/15/24
2024-07-17,google,cpc,DF - Leads - Search,scroll,Google,Paid,,9,0,7/15/24
2024-07-17,(direct),(none),(direct),session_start,Direct,Organic,3,3,0,7/15/24
2024-07-17,google,cpc,(organic),session_start,Google,Paid,1,1,0,7/15/24
2024-07-17,google,organic,(organic),session_start,Google,Organic,7,7,0,7/15/24
2024-07-17,google,cpc,DF - Leads - Call Only,session_start,Google,Paid,1,1,0,7/15/24
2024-07-17,google,cpc,DF - Leads - Search,session_start,Google,Paid,24,24,0,7/15/24
2024-07-17,(direct),(none),(direct),user_engagement,Direct,Organic,,5,0,7/15/24
2024-07-17,google,organic,(organic),user_engagement,Google,Organic,,2,0,7/15/24
2024-07-17,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,13,0,7/15/24
2024-07-18,google,cpc,DF - Brand,click,Google,Paid,,1,0,7/15/24
2024-07-18,google,cpc,DF - Leads - Call Only,click_to_call_website,Google,Paid,,1,0,7/15/24
2024-07-18,(direct),(none),(direct),first_visit,Direct,Organic,,1,0,7/15/24
2024-07-18,google,organic,(organic),first_visit,Google,Organic,,5,0,7/15/24
2024-07-18,google,cpc,DF - Brand,first_visit,Google,Paid,,2,0,7/15/24
2024-07-18,google,cpc,DF - Leads - Call Only,first_visit,Google,Paid,,1,0,7/15/24
2024-07-18,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,18,0,7/15/24
2024-07-18,google,cpc,DF - Leads - Search,form_start,Google,Paid,,1,0,7/15/24
2024-07-18,google,cpc,DF - Brand,form_submission,Google,Paid,,1,0,7/15/24
2024-07-18,google,cpc,DF - Leads - Search,form_submission,Google,Paid,,1,0,7/15/24
2024-07-18,(direct),(none),(direct),page_view,Direct,Organic,,1,0,7/15/24
2024-07-18,google,organic,(organic),page_view,Google,Organic,,8,0,7/15/24
2024-07-18,google,cpc,DF - Brand,page_view,Google,Paid,,3,0,7/15/24
2024-07-18,google,cpc,DF - Leads - Call Only,page_view,Google,Paid,,1,0,7/15/24
2024-07-18,google,cpc,DF - Leads - Search,page_view,Google,Paid,,23,0,7/15/24
2024-07-18,(direct),(none),(direct),scroll,Direct,Organic,,1,0,7/15/24
2024-07-18,google,organic,(organic),scroll,Google,Organic,,1,0,7/15/24
2024-07-18,google,cpc,DF - Leads - Search,scroll,Google,Paid,,6,0,7/15/24
2024-07-18,(direct),(none),(direct),session_start,Direct,Organic,1,1,0,7/15/24
2024-07-18,google,organic,(organic),session_start,Google,Organic,6,6,0,7/15/24
2024-07-18,google,cpc,DF - Brand,session_start,Google,Paid,2,2,0,7/15/24
2024-07-18,google,cpc,DF - Leads - Call Only,session_start,Google,Paid,1,1,0,7/15/24
2024-07-18,google,cpc,DF - Leads - Search,session_start,Google,Paid,19,19,0,7/15/24
2024-07-18,google,organic,(organic),user_engagement,Google,Organic,,6,0,7/15/24
2024-07-18,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,17,0,7/15/24
2024-07-19,(direct),(none),(direct),click_to_call_website,Direct,Organic,,2,0,7/15/24
2024-07-19,(direct),(none),(direct),first_visit,Direct,Organic,,2,0,7/15/24
2024-07-19,google,organic,(organic),first_visit,Google,Organic,,5,0,7/15/24
2024-07-19,app.asana.com,referral,(referral),first_visit,Other,Organic,,1,0,7/15/24
2024-07-19,google,cpc,DF - Brand,first_visit,Google,Paid,,3,0,7/15/24
2024-07-19,google,cpc,DF - Leads - Call Only,first_visit,Google,Paid,,2,0,7/15/24
2024-07-19,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,15,0,7/15/24
2024-07-19,google,organic,(organic),form_start,Google,Organic,,1,0,7/15/24
2024-07-19,google,cpc,DF - Brand,form_start,Google,Paid,,1,0,7/15/24
2024-07-19,google,cpc,DF - Leads - Call Only,form_start,Google,Paid,,1,0,7/15/24
2024-07-19,google,cpc,DF - Leads - Search,form_start,Google,Paid,,3,0,7/15/24
2024-07-19,google,organic,(organic),form_submission,Google,Organic,,1,0,7/15/24
2024-07-19,google,cpc,DF - Brand,form_submission,Google,Paid,,1,0,7/15/24
2024-07-19,google,cpc,DF - Leads - Call Only,form_submission,Google,Paid,,1,0,7/15/24
2024-07-19,google,cpc,DF - Leads - Search,form_submission,Google,Paid,,2,0,7/15/24
2024-07-19,(direct),(none),(direct),page_view,Direct,Organic,,1,0,7/15/24
2024-07-19,google,organic,(organic),page_view,Google,Organic,,14,0,7/15/24
2024-07-19,app.asana.com,referral,(referral),page_view,Other,Organic,,2,0,7/15/24
2024-07-19,google,cpc,DF - Brand,page_view,Google,Paid,,5,0,7/15/24
2024-07-19,google,cpc,DF - Leads - Call Only,page_view,Google,Paid,,2,0,7/15/24
2024-07-19,google,cpc,DF - Leads - Search,page_view,Google,Paid,,18,0,7/15/24
2024-07-19,google,organic,(organic),scroll,Google,Organic,,4,0,7/15/24
2024-07-19,app.asana.com,referral,(referral),scroll,Other,Organic,,1,0,7/15/24
2024-07-19,google,cpc,DF - Brand,scroll,Google,Paid,,1,0,7/15/24
2024-07-19,google,cpc,DF - Leads - Search,scroll,Google,Paid,,3,0,7/15/24
2024-07-19,(direct),(none),(direct),session_start,Direct,Organic,2,2,0,7/15/24
2024-07-19,google,organic,(organic),session_start,Google,Organic,5,5,0,7/15/24
2024-07-19,app.asana.com,referral,(referral),session_start,Other,Organic,1,1,0,7/15/24
2024-07-19,google,cpc,DF - Brand,session_start,Google,Paid,4,4,0,7/15/24
2024-07-19,google,cpc,DF - Leads - Call Only,session_start,Google,Paid,2,2,0,7/15/24
2024-07-19,google,cpc,DF - Leads - Search,session_start,Google,Paid,18,18,0,7/15/24
2024-07-19,google,organic,(organic),user_engagement,Google,Organic,,3,0,7/15/24
2024-07-19,app.asana.com,referral,(referral),user_engagement,Other,Organic,,1,0,7/15/24
2024-07-19,google,cpc,DF - Brand,user_engagement,Google,Paid,,2,0,7/15/24
2024-07-19,google,cpc,DF - Leads - Call Only,user_engagement,Google,Paid,,2,0,7/15/24
2024-07-19,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,6,0,7/15/24
2024-07-20,google,cpc,DF - Brand,first_visit,Google,Paid,,1,0,7/15/24
2024-07-20,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,10,0,7/15/24
2024-07-20,google,cpc,DF - Leads - Search,form_start,Google,Paid,,1,0,7/15/24
2024-07-20,google,cpc,DF - Brand,page_view,Google,Paid,,1,0,7/15/24
2024-07-20,google,cpc,DF - Leads - Search,page_view,Google,Paid,,11,0,7/15/24
2024-07-20,google,cpc,DF - Brand,scroll,Google,Paid,,1,0,7/15/24
2024-07-20,google,cpc,DF - Leads - Search,scroll,Google,Paid,,4,0,7/15/24
2024-07-20,google,cpc,DF - Brand,session_start,Google,Paid,1,1,0,7/15/24
2024-07-20,google,cpc,DF - Leads - Search,session_start,Google,Paid,11,11,0,7/15/24
2024-07-20,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,4,0,7/15/24
2024-07-21,google,cpc,DF - Leads - Search,click,Google,Paid,,3,0,7/15/24
2024-07-21,google,cpc,DF - Leads - Search,click_to_call_website,Google,Paid,,1,0,7/15/24
2024-07-21,google,cpc,DF - Brand,first_visit,Google,Paid,,3,0,7/15/24
2024-07-21,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,17,0,7/15/24
2024-07-21,google,cpc,DF - Brand,form_start,Google,Paid,,1,0,7/15/24
2024-07-21,google,cpc,DF - Leads - Search,form_start,Google,Paid,,7,0,7/15/24
2024-07-21,google,cpc,DF - Brand,form_submission,Google,Paid,,1,0,7/15/24
2024-07-21,google,cpc,DF - Leads - Search,form_submission,Google,Paid,,3,0,7/15/24
2024-07-21,google,cpc,DF - Brand,page_view,Google,Paid,,4,0,7/15/24
2024-07-21,google,cpc,DF - Leads - Search,page_view,Google,Paid,,25,0,7/15/24
2024-07-21,google,cpc,DF - Brand,scroll,Google,Paid,,2,0,7/15/24
2024-07-21,google,cpc,DF - Leads - Search,scroll,Google,Paid,,2,0,7/15/24
2024-07-21,google,cpc,DF - Brand,session_start,Google,Paid,4,4,0,7/15/24
2024-07-21,google,cpc,DF - Leads - Search,session_start,Google,Paid,19,19,0,7/15/24
2024-07-21,google,cpc,DF - Brand,user_engagement,Google,Paid,,3,0,7/15/24
2024-07-21,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,5,0,7/15/24
2024-07-22,(direct),(none),(direct),click,Direct,Organic,,1,0,7/22/24
2024-07-22,(direct),(none),(direct),click_to_call_website,Direct,Organic,,1,0,7/22/24
2024-07-22,google,cpc,(not set),click_to_call_website,Google,Paid,,1,0,7/22/24
2024-07-22,google,cpc,DF - Leads - Search,click_to_call_website,Google,Paid,,1,0,7/22/24
2024-07-22,(direct),(none),(direct),first_visit,Direct,Organic,,4,0,7/22/24
2024-07-22,google,cpc,(not set),first_visit,Google,Paid,,1,0,7/22/24
2024-07-22,bing,organic,(organic),first_visit,Bing,Organic,,1,0,7/22/24
2024-07-22,google,organic,(organic),first_visit,Google,Organic,,3,0,7/22/24
2024-07-22,google,cpc,DF - Brand,first_visit,Google,Paid,,3,0,7/22/24
2024-07-22,google,cpc,DF - Leads - Call Only,first_visit,Google,Paid,,3,0,7/22/24
2024-07-22,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,21,0,7/22/24
2024-07-22,(direct),(none),(direct),form_start,Direct,Organic,,2,0,7/22/24
2024-07-22,bing,organic,(organic),form_start,Bing,Organic,,1,0,7/22/24
2024-07-22,google,cpc,DF - Brand,form_start,Google,Paid,,1,0,7/22/24
2024-07-22,google,cpc,DF - Leads - Search,form_start,Google,Paid,,1,0,7/22/24
2024-07-22,(direct),(none),(direct),form_submission,Direct,Organic,,1,0,7/22/24
2024-07-22,google,cpc,DF - Brand,form_submission,Google,Paid,,1,0,7/22/24
2024-07-22,google,cpc,DF - Leads - Search,form_submission,Google,Paid,,1,0,7/22/24
2024-07-22,(direct),(none),(direct),page_view,Direct,Organic,,9,0,7/22/24
2024-07-22,bing,organic,(organic),page_view,Bing,Organic,,6,0,7/22/24
2024-07-22,google,organic,(organic),page_view,Google,Organic,,6,0,7/22/24
2024-07-22,google,cpc,DF - Brand,page_view,Google,Paid,,4,0,7/22/24
2024-07-22,google,cpc,DF - Leads - Call Only,page_view,Google,Paid,,4,0,7/22/24
2024-07-22,google,cpc,DF - Leads - Search,page_view,Google,Paid,,34,0,7/22/24
2024-07-22,(direct),(none),(direct),scroll,Direct,Organic,,5,0,7/22/24
2024-07-22,google,organic,(organic),scroll,Google,Organic,,4,0,7/22/24
2024-07-22,google,cpc,DF - Brand,scroll,Google,Paid,,3,0,7/22/24
2024-07-22,google,cpc,DF - Leads - Call Only,scroll,Google,Paid,,2,0,7/22/24
2024-07-22,google,cpc,DF - Leads - Search,scroll,Google,Paid,,5,0,7/22/24
2024-07-22,(direct),(none),(direct),session_start,Direct,Organic,5,5,0,7/22/24
2024-07-22,google,cpc,(not set),session_start,Google,Paid,1,1,0,7/22/24
2024-07-22,bing,organic,(organic),session_start,Bing,Organic,1,1,0,7/22/24
2024-07-22,google,organic,(organic),session_start,Google,Organic,5,5,0,7/22/24
2024-07-22,google,cpc,DF - Brand,session_start,Google,Paid,3,3,0,7/22/24
2024-07-22,google,cpc,DF - Leads - Call Only,session_start,Google,Paid,3,3,0,7/22/24
2024-07-22,google,cpc,DF - Leads - Search,session_start,Google,Paid,27,27,0,7/22/24
2024-07-22,(direct),(none),(direct),user_engagement,Direct,Organic,,4,0,7/22/24
2024-07-22,bing,organic,(organic),user_engagement,Bing,Organic,,4,0,7/22/24
2024-07-22,google,organic,(organic),user_engagement,Google,Organic,,3,0,7/22/24
2024-07-22,google,cpc,DF - Leads - Call Only,user_engagement,Google,Paid,,1,0,7/22/24
2024-07-22,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,13,0,7/22/24
2024-07-23,google,cpc,DF - Leads - Search,click,Google,Paid,,4,0,7/22/24
2024-07-23,google,organic,(organic),click_to_call_website,Google,Organic,,2,0,7/22/24
2024-07-23,google,cpc,DF - Leads - Search,click_to_call_website,Google,Paid,,4,0,7/22/24
2024-07-23,(direct),(none),(direct),first_visit,Direct,Organic,,3,0,7/22/24
2024-07-23,google,organic,(organic),first_visit,Google,Organic,,5,0,7/22/24
2024-07-23,google,cpc,DF - Brand,first_visit,Google,Paid,,2,0,7/22/24
2024-07-23,google,cpc,DF - Leads - Call Only,first_visit,Google,Paid,,1,0,7/22/24
2024-07-23,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,17,0,7/22/24
2024-07-23,google,cpc,DF - Leads - Search,form_start,Google,Paid,,2,0,7/22/24
2024-07-23,(direct),(none),(direct),page_view,Direct,Organic,,3,0,7/22/24
2024-07-23,google,organic,(organic),page_view,Google,Organic,,6,0,7/22/24
2024-07-23,google,cpc,DF - Brand,page_view,Google,Paid,,5,0,7/22/24
2024-07-23,google,cpc,DF - Leads - Call Only,page_view,Google,Paid,,2,0,7/22/24
2024-07-23,google,cpc,DF - Leads - Search,page_view,Google,Paid,,21,0,7/22/24
2024-07-23,google,organic,(organic),scroll,Google,Organic,,4,0,7/22/24
2024-07-23,google,cpc,DF - Brand,scroll,Google,Paid,,1,0,7/22/24
2024-07-23,google,cpc,DF - Leads - Call Only,scroll,Google,Paid,,1,0,7/22/24
2024-07-23,google,cpc,DF - Leads - Search,scroll,Google,Paid,,4,0,7/22/24
2024-07-23,(direct),(none),(direct),session_start,Direct,Organic,3,3,0,7/22/24
2024-07-23,google,organic,(organic),session_start,Google,Organic,5,5,0,7/22/24
2024-07-23,google,cpc,DF - Brand,session_start,Google,Paid,2,2,0,7/22/24
2024-07-23,google,cpc,DF - Leads - Call Only,session_start,Google,Paid,2,2,0,7/22/24
2024-07-23,google,cpc,DF - Leads - Search,session_start,Google,Paid,18,18,0,7/22/24
2024-07-23,google,organic,(organic),user_engagement,Google,Organic,,1,0,7/22/24
2024-07-23,google,cpc,DF - Leads - Call Only,user_engagement,Google,Paid,,1,0,7/22/24
2024-07-23,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,9,0,7/22/24
2024-07-24,google,cpc,DF - Leads - Search,click,Google,Paid,,1,0,7/22/24
2024-07-24,google,cpc,(not set),click_to_call_website,Google,Paid,,1,0,7/22/24
2024-07-24,(direct),(none),(direct),first_visit,Direct,Organic,,2,0,7/22/24
2024-07-24,google,organic,(organic),first_visit,Google,Organic,,4,0,7/22/24
2024-07-24,google,cpc,DF - Brand,first_visit,Google,Paid,,4,0,7/22/24
2024-07-24,google,cpc,DF - Leads - Call Only,first_visit,Google,Paid,,3,0,7/22/24
2024-07-24,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,17,0,7/22/24
2024-07-24,google,organic,(organic),form_start,Google,Organic,,2,0,7/22/24
2024-07-24,google,cpc,DF - Leads - Call Only,form_start,Google,Paid,,3,0,7/22/24
2024-07-24,google,cpc,DF - Leads - Search,form_start,Google,Paid,,2,0,7/22/24
2024-07-24,google,organic,(organic),form_submission,Google,Organic,,1,0,7/22/24
2024-07-24,google,cpc,DF - Leads - Call Only,form_submission,Google,Paid,,1,0,7/22/24
2024-07-24,google,cpc,DF - Leads - Search,form_submission,Google,Paid,,3,0,7/22/24
2024-07-24,(direct),(none),(direct),page_view,Direct,Organic,,2,0,7/22/24
2024-07-24,google,organic,(organic),page_view,Google,Organic,,9,0,7/22/24
2024-07-24,google,cpc,DF - Brand,page_view,Google,Paid,,7,0,7/22/24
2024-07-24,google,cpc,DF - Leads - Call Only,page_view,Google,Paid,,5,0,7/22/24
2024-07-24,google,cpc,DF - Leads - Search,page_view,Google,Paid,,20,0,7/22/24
2024-07-24,(direct),(none),(direct),scroll,Direct,Organic,,1,0,7/22/24
2024-07-24,google,organic,(organic),scroll,Google,Organic,,3,0,7/22/24
2024-07-24,google,cpc,DF - Brand,scroll,Google,Paid,,1,0,7/22/24
2024-07-24,google,cpc,DF - Leads - Call Only,scroll,Google,Paid,,2,0,7/22/24
2024-07-24,google,cpc,DF - Leads - Search,scroll,Google,Paid,,4,0,7/22/24
2024-07-24,(direct),(none),(direct),session_start,Direct,Organic,2,2,0,7/22/24
2024-07-24,google,cpc,(not set),session_start,Google,Paid,1,1,0,7/22/24
2024-07-24,google,organic,(organic),session_start,Google,Organic,6,6,0,7/22/24
2024-07-24,google,cpc,DF - Brand,session_start,Google,Paid,4,4,0,7/22/24
2024-07-24,google,cpc,DF - Leads - Call Only,session_start,Google,Paid,3,3,0,7/22/24
2024-07-24,google,cpc,DF - Leads - Search,session_start,Google,Paid,17,17,0,7/22/24
2024-07-24,google,organic,(organic),user_engagement,Google,Organic,,2,0,7/22/24
2024-07-24,google,cpc,DF - Leads - Call Only,user_engagement,Google,Paid,,1,0,7/22/24
2024-07-24,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,7,0,7/22/24
2024-07-25,google,cpc,DF - Leads - Search,click,Google,Paid,,2,0,7/22/24
2024-07-25,google,cpc,DF - Leads - Search,click_to_call_website,Google,Paid,,2,0,7/22/24
2024-07-25,(direct),(none),(direct),first_visit,Direct,Organic,,3,0,7/22/24
2024-07-25,duckduckgo,organic,(organic),first_visit,Other,Organic,,1,0,7/22/24
2024-07-25,google,organic,(organic),first_visit,Google,Organic,,8,0,7/22/24
2024-07-25,yahoo,organic,(organic),first_visit,Yahoo,Organic,,1,0,7/22/24
2024-07-25,google,cpc,DF - Brand,first_visit,Google,Paid,,1,0,7/22/24
2024-07-25,google,cpc,DF - Leads - Call Only,first_visit,Google,Paid,,4,0,7/22/24
2024-07-25,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,17,0,7/22/24
2024-07-25,(direct),(none),(direct),form_start,Direct,Organic,,1,0,7/22/24
2024-07-25,google,cpc,DF - Brand,form_start,Google,Paid,,2,0,7/22/24
2024-07-25,google,cpc,DF - Leads - Call Only,form_start,Google,Paid,,1,0,7/22/24
2024-07-25,(direct),(none),(direct),form_submission,Direct,Organic,,2,0,7/22/24
2024-07-25,google,cpc,DF - Brand,form_submission,Google,Paid,,1,0,7/22/24
2024-07-25,google,cpc,DF - Leads - Call Only,form_submission,Google,Paid,,1,0,7/22/24
2024-07-25,(direct),(none),(direct),page_view,Direct,Organic,,4,0,7/22/24
2024-07-25,duckduckgo,organic,(organic),page_view,Other,Organic,,1,0,7/22/24
2024-07-25,google,organic,(organic),page_view,Google,Organic,,16,0,7/22/24
2024-07-25,yahoo,organic,(organic),page_view,Yahoo,Organic,,1,0,7/22/24
2024-07-25,google,cpc,DF - Brand,page_view,Google,Paid,,7,0,7/22/24
2024-07-25,google,cpc,DF - Leads - Call Only,page_view,Google,Paid,,8,0,7/22/24
2024-07-25,google,cpc,DF - Leads - Search,page_view,Google,Paid,,22,0,7/22/24
2024-07-25,(direct),(none),(direct),scroll,Direct,Organic,,2,0,7/22/24
2024-07-25,google,organic,(organic),scroll,Google,Organic,,7,0,7/22/24
2024-07-25,google,cpc,DF - Brand,scroll,Google,Paid,,1,0,7/22/24
2024-07-25,google,cpc,DF - Leads - Call Only,scroll,Google,Paid,,2,0,7/22/24
2024-07-25,google,cpc,DF - Leads - Search,scroll,Google,Paid,,2,0,7/22/24
2024-07-25,(direct),(none),(direct),session_start,Direct,Organic,7,7,0,7/22/24
2024-07-25,duckduckgo,organic,(organic),session_start,Other,Organic,1,1,0,7/22/24
2024-07-25,google,organic,(organic),session_start,Google,Organic,9,9,0,7/22/24
2024-07-25,yahoo,organic,(organic),session_start,Yahoo,Organic,1,1,0,7/22/24
2024-07-25,google,cpc,DF - Brand,session_start,Google,Paid,1,1,0,7/22/24
2024-07-25,google,cpc,DF - Leads - Call Only,session_start,Google,Paid,4,4,0,7/22/24
2024-07-25,google,cpc,DF - Leads - Search,session_start,Google,Paid,18,18,0,7/22/24
2024-07-25,(direct),(none),(direct),user_engagement,Direct,Organic,,4,0,7/22/24
2024-07-25,duckduckgo,organic,(organic),user_engagement,Other,Organic,,1,0,7/22/24
2024-07-25,google,organic,(organic),user_engagement,Google,Organic,,7,0,7/22/24
2024-07-25,yahoo,organic,(organic),user_engagement,Yahoo,Organic,,1,0,7/22/24
2024-07-25,google,cpc,DF - Leads - Call Only,user_engagement,Google,Paid,,3,0,7/22/24
2024-07-25,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,8,0,7/22/24
2024-07-26,google,organic,(organic),click,Google,Organic,,1,0,7/22/24
2024-07-26,google,cpc,DF - Leads - Call Only,click,Google,Paid,,1,0,7/22/24
2024-07-26,google,organic,(organic),click_to_call_website,Google,Organic,,1,0,7/22/24
2024-07-26,(direct),(none),(direct),first_visit,Direct,Organic,,5,0,7/22/24
2024-07-26,google,organic,(organic),first_visit,Google,Organic,,6,0,7/22/24
2024-07-26,google,cpc,DF - Brand,first_visit,Google,Paid,,1,0,7/22/24
2024-07-26,google,cpc,DF - Leads - Call Only,first_visit,Google,Paid,,4,0,7/22/24
2024-07-26,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,9,0,7/22/24
2024-07-26,google,organic,(organic),form_start,Google,Organic,,1,0,7/22/24
2024-07-26,google,cpc,DF - Leads - Call Only,form_start,Google,Paid,,3,0,7/22/24
2024-07-26,google,cpc,DF - Leads - Search,form_start,Google,Paid,,1,0,7/22/24
2024-07-26,google,cpc,DF - Leads - Call Only,form_submission,Google,Paid,,1,0,7/22/24
2024-07-26,google,cpc,DF - Leads - Search,form_submission,Google,Paid,,2,0,7/22/24
2024-07-26,(direct),(none),(direct),page_view,Direct,Organic,,5,0,7/22/24
2024-07-26,google,organic,(organic),page_view,Google,Organic,,9,0,7/22/24
2024-07-26,google,cpc,DF - Brand,page_view,Google,Paid,,1,0,7/22/24
2024-07-26,google,cpc,DF - Leads - Call Only,page_view,Google,Paid,,9,0,7/22/24
2024-07-26,google,cpc,DF - Leads - Search,page_view,Google,Paid,,10,0,7/22/24
2024-07-26,google,organic,(organic),scroll,Google,Organic,,4,0,7/22/24
2024-07-26,google,cpc,DF - Leads - Call Only,scroll,Google,Paid,,3,0,7/22/24
2024-07-26,google,cpc,DF - Leads - Search,scroll,Google,Paid,,1,0,7/22/24
2024-07-26,(direct),(none),(direct),session_start,Direct,Organic,8,8,0,7/22/24
2024-07-26,google,organic,(organic),session_start,Google,Organic,9,9,0,7/22/24
2024-07-26,google,cpc,DF - Brand,session_start,Google,Paid,1,1,0,7/22/24
2024-07-26,google,cpc,DF - Leads - Call Only,session_start,Google,Paid,5,5,0,7/22/24
2024-07-26,google,cpc,DF - Leads - Search,session_start,Google,Paid,10,10,0,7/22/24
2024-07-26,(direct),(none),(direct),user_engagement,Direct,Organic,,6,0,7/22/24
2024-07-26,google,organic,(organic),user_engagement,Google,Organic,,1,0,7/22/24
2024-07-26,google,cpc,DF - Brand,user_engagement,Google,Paid,,1,0,7/22/24
2024-07-26,google,cpc,DF - Leads - Call Only,user_engagement,Google,Paid,,2,0,7/22/24
2024-07-26,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,5,0,7/22/24
2024-07-27,google,cpc,DF - Leads - Search,click_to_call_website,Google,Paid,,1,0,7/22/24
2024-07-27,(direct),(none),(direct),first_visit,Direct,Organic,,4,0,7/22/24
2024-07-27,google,organic,(organic),first_visit,Google,Organic,,3,0,7/22/24
2024-07-27,google,cpc,DF - Brand,first_visit,Google,Paid,,1,0,7/22/24
2024-07-27,google,cpc,DF - Leads - Search,first_visit,Google,Paid,,16,0,7/22/24
2024-07-27,google,cpc,DF - Leads - Search,form_start,Google,Paid,,4,0,7/22/24
2024-07-27,google,cpc,DF - Leads - Search,form_submission,Google,Paid,,4,0,7/22/24
2024-07-27,(direct),(none),(direct),page_view,Direct,Organic,,4,0,7/22/24
2024-07-27,google,organic,(organic),page_view,Google,Organic,,8,0,7/22/24
2024-07-27,google,cpc,DF - Brand,page_view,Google,Paid,,2,0,7/22/24
2024-07-27,google,cpc,DF - Leads - Search,page_view,Google,Paid,,19,0,7/22/24
2024-07-27,google,organic,(organic),scroll,Google,Organic,,2,0,7/22/24
2024-07-27,google,cpc,DF - Leads - Search,scroll,Google,Paid,,6,0,7/22/24
2024-07-27,(direct),(none),(direct),session_start,Direct,Organic,5,5,0,7/22/24
2024-07-27,google,organic,(organic),session_start,Google,Organic,4,4,0,7/22/24
2024-07-27,google,cpc,DF - Brand,session_start,Google,Paid,2,2,0,7/22/24
2024-07-27,google,cpc,DF - Leads - Search,session_start,Google,Paid,17,17,0,7/22/24
2024-07-27,(direct),(none),(direct),user_engagement,Direct,Organic,,1,0,7/22/24
2024-07-27,google,organic,(organic),user_engagement,Google,Organic,,2,0,7/22/24
2024-07-27,google,cpc,DF - Brand,user_engagement,Google,Paid,,1,0,7/22/24
2024-07-27,google,cpc,DF - Leads - Search,user_engagement,Google,Paid,,4,0,7/22/24
2024-07-28,(direct),(none),(direct),first_visit,Direct,Organic,,2,0,7/22/24
2024-07-28,google,organic,(organic),first_visit,Google,Organic,,6,0,7/22/24
